fpr,tpr,threshold
0.0,0.0,inf
0.0,0.00267379679144385,0.9592060098502306
0.0,0.013368983957219251,0.9365904093968421
0.000968054211035818,0.013368983957219251,0.9340570091488942
0.000968054211035818,0.026737967914438502,0.9307803887202957
0.000968054211035818,0.03208556149732621,0.9285754585777255
0.000968054211035818,0.0481283422459893,0.9186593319981183
0.001936108422071636,0.0481283422459893,0.917348242415133
0.001936108422071636,0.0748663101604278,0.9069893168841962
0.001936108422071636,0.08021390374331551,0.9063969564632435
0.001936108422071636,0.0855614973262032,0.9061335495686417
0.003872216844143272,0.08823529411764706,0.9059191051693316
0.003872216844143272,0.10160427807486631,0.9038610699144657
0.00484027105517909,0.10427807486631016,0.9037672789212895
0.00484027105517909,0.13101604278074866,0.8956373955851775
0.005808325266214908,0.13101604278074866,0.8935047004586147
0.005808325266214908,0.13636363636363635,0.8911707621049815
0.006776379477250726,0.13636363636363635,0.8909499644346025
0.006776379477250726,0.14171122994652408,0.8902238949097034
0.006776379477250726,0.14705882352941177,0.8897157060033918
0.007744433688286544,0.14705882352941177,0.8896710851436802
0.007744433688286544,0.17379679144385027,0.8798083330545586
0.00968054211035818,0.17379679144385027,0.8785862865303821
0.00968054211035818,0.18449197860962566,0.8779139883097129
0.010648596321393998,0.18449197860962566,0.8776316710570764
0.010648596321393998,0.19518716577540107,0.8718438672128617
0.011616650532429816,0.19518716577540107,0.8714374700141149
0.011616650532429816,0.20320855614973263,0.8701978999491836
0.012584704743465635,0.20320855614973263,0.8697596399948668
0.012584704743465635,0.20588235294117646,0.8694449916678875
0.013552758954501452,0.20588235294117646,0.8691968869196798
0.013552758954501452,0.21390374331550802,0.8672533732723267
0.01452081316553727,0.21390374331550802,0.8671410509637518
0.01452081316553727,0.22192513368983957,0.8628542260125639
0.015488867376573089,0.22192513368983957,0.8626786223135078
0.015488867376573089,0.22727272727272727,0.8621138001339599
0.016456921587608905,0.22727272727272727,0.8620843803904732
0.016456921587608905,0.232620320855615,0.8616059294769244
0.023233301064859633,0.232620320855615,0.8599006339996683
0.023233301064859633,0.24598930481283424,0.8544280110664552
0.02516940948693127,0.24598930481283424,0.8529826959032125
0.02516940948693127,0.25668449197860965,0.850508349300386
0.026137463697967087,0.25668449197860965,0.8502174895422027
0.026137463697967087,0.2620320855614973,0.8496743044879549
0.027105517909002903,0.2620320855614973,0.8495887605128004
0.027105517909002903,0.26737967914438504,0.8476942056139107
0.028073572120038724,0.26737967914438504,0.8476687771265405
0.028073572120038724,0.2727272727272727,0.8471873056617089
0.030009680542110357,0.2727272727272727,0.8463702237095155
0.030009680542110357,0.27540106951871657,0.844855524737772
0.031945788964181994,0.27540106951871657,0.843495821025074
0.031945788964181994,0.27807486631016043,0.8424173979083015
0.03388189738625363,0.27807486631016043,0.8420575586043647
0.03388189738625363,0.2807486631016043,0.840801910329717
0.03581800580832527,0.2807486631016043,0.8404576726995586
0.03581800580832527,0.28342245989304815,0.8403166272827689
0.0377541142303969,0.28342245989304815,0.8394717469399975
0.0377541142303969,0.28609625668449196,0.8380347537663669
0.04259438528557599,0.28609625668449196,0.8305032858251793
0.044530493707647625,0.28609625668449196,0.8300640209440042
0.044530493707647625,0.2914438502673797,0.8298961930360094
0.04549854791868345,0.2914438502673797,0.8284279475455235
0.04549854791868345,0.2967914438502674,0.8271036708113958
0.04743465634075508,0.2967914438502674,0.8268330006600992
0.04743465634075508,0.2994652406417112,0.8265124503225483
0.049370764762826716,0.2994652406417112,0.8232377123182841
0.049370764762826716,0.30213903743315507,0.8227516510087656
0.05033881897386254,0.30213903743315507,0.8219463199793245
0.05033881897386254,0.3074866310160428,0.8216202812945513
0.051306873184898356,0.31016042780748665,0.8214934321560327
0.051306873184898356,0.3155080213903743,0.8200415361929675
0.05227492739593417,0.3155080213903743,0.8189129664681546
0.05227492739593417,0.32085561497326204,0.8143369662950471
0.05227492739593417,0.32620320855614976,0.8138712086272116
0.05324298160696999,0.32620320855614976,0.8137558942370116
0.05324298160696999,0.3342245989304813,0.8135411287938646
0.05421103581800581,0.3342245989304813,0.81347209200294
0.05421103581800581,0.33689839572192515,0.8129638994030822
0.05808325266214908,0.33689839572192515,0.8100927191771513
0.05808325266214908,0.339572192513369,0.8079485355836631
0.0590513068731849,0.339572192513369,0.806771848937257
0.06098741529525654,0.339572192513369,0.8067624480275497
0.06098741529525654,0.34759358288770054,0.8009865503813901
