recall,precision,threshold
0.9919786096256684,0.31900257953568356,0.061016840959216716
0.9919786096256684,0.3192771084337349,0.06118740489986582
0.9919786096256684,0.3195521102497847,0.06120776774816694
0.9919786096256684,0.31982758620689655,0.061447743716316665
0.9919786096256684,0.3201035375323555,0.06159931334509982
0.9893048128342246,0.31951640759930916,0.06172417002448728
0.9893048128342246,0.3197925669835782,0.062215799819950374
0.9893048128342246,0.32006920415224915,0.062287453583386755
0.9893048128342246,0.3203463203463203,0.06252636140064631
0.9893048128342246,0.32062391681109187,0.06296834242793997
0.9893048128342246,0.32090199479618386,0.06326380417292625
0.9893048128342246,0.3211805555555556,0.063347814164427
0.9893048128342246,0.3214596003475239,0.06335858213266415
0.9893048128342246,0.3217391304347826,0.06338348513287928
0.9893048128342246,0.32201914708442125,0.06341048484718638
0.9893048128342246,0.32229965156794427,0.06358483506250846
0.9893048128342246,0.3225806451612903,0.06358602831624807
0.9893048128342246,0.3228621291448517,0.06370421695723291
0.9866310160427807,0.3222707423580786,0.06380100488640368
0.9866310160427807,0.32255244755244755,0.06416423576203568
0.9866310160427807,0.3228346456692913,0.06465993987617938
0.9866310160427807,0.3231173380035026,0.06474420844201158
0.9866310160427807,0.32340052585451357,0.06515066585310286
0.9866310160427807,0.3236842105263158,0.06531473993512767
0.9866310160427807,0.32396839332748023,0.0657087387262383
0.9866310160427807,0.3242530755711775,0.06570992032247969
0.9866310160427807,0.3245382585751979,0.06614137020787109
0.9866310160427807,0.3248239436619718,0.06646441105510144
0.9866310160427807,0.3251101321585903,0.06647773438757089
0.9866310160427807,0.3253968253968254,0.06657240169477134
0.9866310160427807,0.32568402471315094,0.06677999350703799
0.9866310160427807,0.32597173144876324,0.0667994799125788
0.9866310160427807,0.32625994694960214,0.06720075237275905
0.9866310160427807,0.32654867256637166,0.06744281751528558
0.9866310160427807,0.32683790965456155,0.0676242890498359
0.9866310160427807,0.3271276595744681,0.06777935958564338
0.9866310160427807,0.32741792369121564,0.0677890535236784
0.9866310160427807,0.327708703374778,0.06818215630078985
0.9866310160427807,0.328,0.06846144670478929
0.9866310160427807,0.32829181494661924,0.06862802044318393
0.9866310160427807,0.3285841495992876,0.06878195746974108
0.9866310160427807,0.32887700534759357,0.06937466889251433
0.9866310160427807,0.32917038358608386,0.06981069858977115
0.9866310160427807,0.3294642857142857,0.07003590499261342
0.9866310160427807,0.3297587131367292,0.07008104235043704
0.9866310160427807,0.3300536672629696,0.07034564304331131
0.9866310160427807,0.3303491495076097,0.0706266285870842
0.9866310160427807,0.33064516129032256,0.07128153955210526
0.9866310160427807,0.3309417040358744,0.07130038364836667
0.9866310160427807,0.33123877917414724,0.07146630295207622
0.9866310160427807,0.33153638814016173,0.0718476185307701
0.9866310160427807,0.3318345323741007,0.07259051649600994
0.9866310160427807,0.3321332133213321,0.0733753918179684
0.9866310160427807,0.3324324324324324,0.07357739677600678
0.9866310160427807,0.3327321911632101,0.07440005523541592
0.9866310160427807,0.33303249097472926,0.07467562978430241
0.9866310160427807,0.3333333333333333,0.07477163224163051
0.9866310160427807,0.3336347197106691,0.07576637226602952
0.9866310160427807,0.3339366515837104,0.07659981948241687
0.9866310160427807,0.3342391304347826,0.07687264544224756
0.9866310160427807,0.3345421577515866,0.07719857421313296
0.9866310160427807,0.33484573502722326,0.07812444474751133
0.9866310160427807,0.335149863760218,0.07830009103936751
0.9866310160427807,0.33545454545454545,0.0784640271311276
0.9866310160427807,0.33575978161965425,0.07854804570052937
0.9866310160427807,0.3360655737704918,0.07876574686792828
0.9866310160427807,0.33637192342752964,0.07977206928647332
0.9866310160427807,0.33667883211678834,0.07994291125387451
0.9866310160427807,0.336986301369863,0.08012545747293588
0.9866310160427807,0.3372943327239488,0.08020301481627974
0.9866310160427807,0.3376029277218664,0.08103706445134201
0.9866310160427807,0.33791208791208793,0.08199751102196925
0.9866310160427807,0.3382218148487626,0.0821898378409171
0.9866310160427807,0.3385321100917431,0.08243876426941792
0.9866310160427807,0.33884297520661155,0.08469247625526397
0.9866310160427807,0.3391544117647059,0.08532246576563705
0.9866310160427807,0.33946642134314625,0.08577998699612063
0.9866310160427807,0.3397790055248619,0.08619507428430505
0.9866310160427807,0.3400921658986175,0.08651580914478886
0.9866310160427807,0.3404059040590406,0.08778475411991889
0.9866310160427807,0.3407202216066482,0.08784645877852981
0.9866310160427807,0.3410351201478743,0.08839523362177142
0.9866310160427807,0.34135060129509714,0.09142077946829165
0.9866310160427807,0.3416666666666667,0.09255741893328479
0.9866310160427807,0.34198331788693237,0.09293035202085526
0.9866310160427807,0.3423005565862709,0.09399338187512399
0.9866310160427807,0.3426183844011142,0.09424131203830617
0.9866310160427807,0.3429368029739777,0.09564297813763502
0.9866310160427807,0.34325581395348836,0.0973650569974191
0.9866310160427807,0.3435754189944134,0.09756567845055879
0.9866310160427807,0.34389561975768873,0.09788885287803514
0.9866310160427807,0.34421641791044777,0.09789211942857973
0.9866310160427807,0.3445378151260504,0.09789923466341048
0.9866310160427807,0.3448598130841122,0.09831936633823983
0.9866310160427807,0.3451824134705332,0.0990385986097646
0.9866310160427807,0.3455056179775281,0.09962179374785304
0.9866310160427807,0.3458294283036551,0.10196010686189222
0.983957219251337,0.3452157598499062,0.10200784487075712
0.9812834224598931,0.34460093896713617,0.10240728891371838
0.9812834224598931,0.3449248120300752,0.10274825216049509
0.9812834224598931,0.34524929444967073,0.1030926025351222
0.9812834224598931,0.3455743879472693,0.10310465226562762
0.9812834224598931,0.3459000942507069,0.10527561541373283
0.9812834224598931,0.3462264150943396,0.10536015364298251
0.9812834224598931,0.3465533522190746,0.10635737825189183
0.9812834224598931,0.34688090737240074,0.10649733372893647
0.9812834224598931,0.34720908230842007,0.10717216741151092
0.9812834224598931,0.3475378787878788,0.10804534281455726
0.9786096256684492,0.3469194312796208,0.10869651852433676
0.9786096256684492,0.34724857685009486,0.10889083612770488
0.9786096256684492,0.3475783475783476,0.10979742165726035
0.9786096256684492,0.34790874524714827,0.10991782848123054
0.9759358288770054,0.3472882968601332,0.11165840577649054
0.9759358288770054,0.3476190476190476,0.11285551785357852
0.9759358288770054,0.3479504289799809,0.11330489647999024
0.9759358288770054,0.3482824427480916,0.11350803015501246
0.9759358288770054,0.34861509073543456,0.11376371208282463
0.9759358288770054,0.3489483747609943,0.11477043385513351
0.9759358288770054,0.3492822966507177,0.1160830468591546
0.9759358288770054,0.3496168582375479,0.11608532366152591
0.9759358288770054,0.34995206136145734,0.11624253632855015
0.9759358288770054,0.3502879078694818,0.11662716668378036
0.9759358288770054,0.3506243996157541,0.11677990391048443
0.9759358288770054,0.35096153846153844,0.11736526840110506
0.9759358288770054,0.35129932627526467,0.11760641273067454
0.9759358288770054,0.3516377649325626,0.11785618524328521
0.9759358288770054,0.351976856316297,0.11793457243587994
0.9759358288770054,0.35231660231660233,0.11873499617815374
0.9759358288770054,0.3526570048309179,0.11947100854588454
0.9759358288770054,0.3529980657640232,0.1201933986117084
0.9759358288770054,0.35333978702807356,0.12062913138553084
0.9759358288770054,0.3536821705426357,0.12258003281510077
0.9759358288770054,0.35402521823472355,0.12441803680350026
0.9759358288770054,0.35436893203883496,0.12707445238865434
0.9759358288770054,0.35471331389698735,0.1275238829008708
0.9759358288770054,0.3550583657587549,0.13063321526714164
0.9759358288770054,0.35540408958130476,0.13065971334130716
0.9759358288770054,0.3557504873294347,0.13084246234291863
0.9759358288770054,0.35609756097560974,0.13099402339696412
0.9759358288770054,0.3564453125,0.13208047881186188
0.9759358288770054,0.3567937438905181,0.13220825030556224
0.9759358288770054,0.35714285714285715,0.13426564490644757
0.9759358288770054,0.3574926542605289,0.1344948156616751
0.9759358288770054,0.35784313725490197,0.13543250376967983
0.9759358288770054,0.35819430814524045,0.13566477099719879
0.9759358288770054,0.35854616895874264,0.13618128989082826
0.9759358288770054,0.35889872173058013,0.13668630619238156
0.9759358288770054,0.359251968503937,0.13669067124122622
0.9759358288770054,0.35960591133004927,0.13771630348675548
0.9732620320855615,0.358974358974359,0.13868324674872384
0.9732620320855615,0.35932872655478776,0.1405174017738186
0.9732620320855615,0.35968379446640314,0.141976087169907
0.9732620320855615,0.3600395647873393,0.14268265379089926
0.9732620320855615,0.3603960396039604,0.14296026036809678
0.9732620320855615,0.3607532210109019,0.1470991198609089
0.9732620320855615,0.3611111111111111,0.1474980763041708
0.9732620320855615,0.3614697120158888,0.14805551631523975
0.9732620320855615,0.36182902584493043,0.14857743707131094
0.9732620320855615,0.36218905472636814,0.14905059571149462
0.9732620320855615,0.36254980079681276,0.14905528743842128
0.9732620320855615,0.3629112662013958,0.14999142650193759
0.9732620320855615,0.36327345309381237,0.15040982557350183
0.9732620320855615,0.36363636363636365,0.15053864802282607
0.9732620320855615,0.364,0.1506184816455781
0.9732620320855615,0.36436436436436437,0.15137595992327066
0.9732620320855615,0.36472945891783565,0.1516820361290242
0.9705882352941176,0.3640922768304915,0.15242269400375216
0.9705882352941176,0.3644578313253012,0.15270996033427195
0.9705882352941176,0.36482412060301506,0.15306253465602945
0.9705882352941176,0.36519114688128773,0.1564671931367462
0.9705882352941176,0.36555891238670696,0.1568878544570319
0.9679144385026738,0.3649193548387097,0.15800052697198955
0.9679144385026738,0.36528758829465185,0.15824263877744565
0.9679144385026738,0.3656565656565657,0.15878151029695814
0.9679144385026738,0.3660262891809909,0.15931858377635016
0.9679144385026738,0.36639676113360325,0.16206419252112003
0.9679144385026738,0.3667679837892604,0.16315637938741426
0.9679144385026738,0.3671399594320487,0.16338815505903967
0.9652406417112299,0.366497461928934,0.1634082981167907
0.9652406417112299,0.366869918699187,0.1647407777233443
0.9652406417112299,0.3672431332655137,0.16504334626749304
0.9652406417112299,0.36761710794297353,0.16517950463522857
0.9625668449197861,0.3669724770642202,0.16533146542612032
0.9625668449197861,0.3673469387755102,0.1681717149544372
0.9625668449197861,0.36772216547497444,0.1682240400047189
0.9625668449197861,0.36809815950920244,0.16827127896259875
0.9625668449197861,0.368474923234391,0.1686771122071144
0.9625668449197861,0.36885245901639346,0.16875493945220407
0.9625668449197861,0.36923076923076925,0.16892597216173186
0.9625668449197861,0.36960985626283366,0.17077009123969866
0.9625668449197861,0.3699897225077081,0.17124780542600637
0.9625668449197861,0.37037037037037035,0.17194002221766258
0.9625668449197861,0.3707518022657055,0.17394597951505875
0.9625668449197861,0.3711340206185567,0.17395348371409222
0.9625668449197861,0.3715170278637771,0.17398633742507527
0.9625668449197861,0.371900826446281,0.17406031702487504
0.9625668449197861,0.37228541882109617,0.17431158543169142
0.9625668449197861,0.37267080745341613,0.17585665625763627
0.9625668449197861,0.37305699481865284,0.17587539218382842
0.9625668449197861,0.37344398340248963,0.17603370101812135
0.9625668449197861,0.37383177570093457,0.1763170278973755
0.9625668449197861,0.37422037422037424,0.1768596021603716
0.9625668449197861,0.37460978147762747,0.1784481678246112
0.9598930481283422,0.37395833333333334,0.1788237798728177
0.9598930481283422,0.3743482794577685,0.17967308120553813
0.9598930481283422,0.3747390396659708,0.18020053415172158
0.9598930481283422,0.37513061650992685,0.18077159997229822
0.9598930481283422,0.37552301255230125,0.18126371753586892
0.9598930481283422,0.37591623036649213,0.18214545277127386
0.9598930481283422,0.37631027253668764,0.18229730890114001
0.9598930481283422,0.37670514165792235,0.18279796489123473
0.9598930481283422,0.37710084033613445,0.18377412361754156
0.9598930481283422,0.3774973711882229,0.18430982839584745
0.9598930481283422,0.3778947368421053,0.18481829188492432
0.9598930481283422,0.37829293993677554,0.18587627907411985
0.9598930481283422,0.37869198312236285,0.18662347536464927
0.9598930481283422,0.3790918690601901,0.18684382469114527
0.9572192513368984,0.3784355179704017,0.18737057807574617
0.9572192513368984,0.37883597883597886,0.18905347987225002
0.9572192513368984,0.3792372881355932,0.18941784107889745
0.9572192513368984,0.3796394485683987,0.19007649678365698
0.9572192513368984,0.38004246284501064,0.19025857668783722
0.9545454545454546,0.3793836344314559,0.19054616042752712
0.9545454545454546,0.3797872340425532,0.19095029668370303
0.9545454545454546,0.3801916932907348,0.19236470036174277
0.9545454545454546,0.3805970149253731,0.19258960115761228
0.9545454545454546,0.3810032017075774,0.19446607912906932
0.9545454545454546,0.3814102564102564,0.19613438373342565
0.9545454545454546,0.38181818181818183,0.19660112698324325
0.9545454545454546,0.3822269807280514,0.19676252229416116
0.9545454545454546,0.38263665594855306,0.19738220070886275
0.9545454545454546,0.3830472103004292,0.19743766859586825
0.9545454545454546,0.38345864661654133,0.1987106989976239
0.9545454545454546,0.38387096774193546,0.1993387484510242
0.9545454545454546,0.38428417653390745,0.1999695206894832
0.9545454545454546,0.38469827586206895,0.20017438888659503
0.9545454545454546,0.3851132686084142,0.2005722379960974
0.9545454545454546,0.3855291576673866,0.20271894396531673
0.9545454545454546,0.38594594594594595,0.20353418043623256
0.9518716577540107,0.3852813852813853,0.20497634428756106
0.9518716577540107,0.3856988082340195,0.20531757458941072
0.9518716577540107,0.38611713665943603,0.20642525633642936
0.9518716577540107,0.38653637350705755,0.20698652671562034
0.9518716577540107,0.3869565217391304,0.20767026538634636
0.9518716577540107,0.38737758433079433,0.2079628781417335
0.9518716577540107,0.3877995642701525,0.20830767731728275
0.9518716577540107,0.3882224645583424,0.20886092821863528
0.9491978609625669,0.3875545851528384,0.2092143237446934
0.9491978609625669,0.3879781420765027,0.21206216914705908
0.9491978609625669,0.38840262582056895,0.21257664048979866
0.9491978609625669,0.3888280394304491,0.21364304960158806
0.9491978609625669,0.3892543859649123,0.21737885925810654
0.9491978609625669,0.3896816684961581,0.218041954132577
0.9491978609625669,0.3901098901098901,0.21933637364354347
0.9491978609625669,0.39053905390539057,0.2201492826130071
0.9491978609625669,0.3909691629955947,0.22123318948499007
0.9491978609625669,0.3914002205071665,0.22245620110941908
0.9491978609625669,0.39183222958057395,0.22315364795990486
0.9491978609625669,0.39226519337016574,0.22336835170408023
0.9491978609625669,0.3926991150442478,0.22395220405251315
0.9491978609625669,0.39313399778516056,0.22431140637160937
0.9491978609625669,0.39356984478935697,0.2243504207006651
0.9491978609625669,0.3940066592674806,0.22498976897561287
0.946524064171123,0.3933333333333333,0.2254696941959924
0.946524064171123,0.39377085650723026,0.22675584605004956
0.946524064171123,0.39420935412026725,0.2280421039178353
0.946524064171123,0.39464882943143814,0.22823299899551036
0.946524064171123,0.3950892857142857,0.22980441513427172
0.946524064171123,0.39553072625698327,0.23001366197692594
0.946524064171123,0.3959731543624161,0.23009428039195326
0.946524064171123,0.3964165733482643,0.2304131506265573
0.946524064171123,0.3968609865470852,0.23098543830466114
0.946524064171123,0.39730639730639733,0.2315752549291169
0.946524064171123,0.39775280898876403,0.232358652362281
0.946524064171123,0.3982002249718785,0.23276494503664658
0.9438502673796791,0.3975225225225225,0.23394254351704125
0.9411764705882353,0.3968432919954904,0.23408729641877962
0.9411764705882353,0.3972911963882618,0.2342619690685325
0.9411764705882353,0.3977401129943503,0.2348805757262926
0.9411764705882353,0.39819004524886875,0.23538347604883592
0.9411764705882353,0.3986409966024915,0.2364379549901213
0.9411764705882353,0.39909297052154197,0.23661954349665335
0.9411764705882353,0.3995459704880817,0.2382374353639783
0.9411764705882353,0.4,0.23944058676383456
0.9411764705882353,0.4004550625711035,0.2398436828398772
0.9411764705882353,0.4009111617312073,0.24145880474286036
0.9411764705882353,0.4013683010262258,0.24157219619473053
0.9411764705882353,0.4018264840182648,0.24287510900694023
0.9385026737967914,0.40114285714285713,0.24314178519285723
0.9385026737967914,0.40160183066361554,0.2431418410739114
0.9358288770053476,0.4009163802978236,0.24318249320837018
0.9358288770053476,0.4013761467889908,0.24452621690497472
0.9358288770053476,0.4018369690011481,0.2459320533227398
0.9358288770053476,0.40229885057471265,0.24708392413621055
0.9358288770053476,0.40276179516685845,0.24721655897344644
0.9358288770053476,0.4032258064516129,0.24857717713721755
0.9358288770053476,0.40369088811995385,0.25153919390751084
0.9358288770053476,0.40415704387990764,0.2528118334829963
0.9358288770053476,0.4046242774566474,0.2538298046012885
0.9358288770053476,0.4050925925925926,0.2548809571922565
0.9358288770053476,0.4055619930475087,0.2549342505931291
0.9358288770053476,0.4060324825986079,0.255068699721969
0.9358288770053476,0.4065040650406504,0.25608747587676367
0.9358288770053476,0.4069767441860465,0.2570055773398098
0.9331550802139037,0.4062863795110594,0.25745807008739885
0.9331550802139037,0.40675990675990675,0.25825612055504243
0.9331550802139037,0.4072345390898483,0.2588653054105745
0.93048128342246,0.40654205607476634,0.25929364881359157
0.9278074866310161,0.4058479532163743,0.2628648856984263
